sf_id,company_name,industry,sub_industry,annual_revenue,employee_count,headquarters,full_name,title,department,role_type,authority_level,budget_authority,veto_power,tenure,previous_role,education,key_priorities,pain_points,source_file,extraction_confidence,m_a_score,m_a_rationale,ransomware_score,ransomware_rationale,overall_priority,engagement_approach,extraction_date,psi_version
A-019227,Duke Energy Corporation,,,,,,1.4 Preston Gillespie,Executive Vice President and Chief Generation Officer,Executive,Other C-Suite,Ultimate Decision Maker,Yes,Yes,,,,,,Duke_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,30,Ransomware impact: General stakeholder,Priority 2,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-019227,Duke Energy Corporation,,,,,,2.1 Julie Janson,Executive Vice President and CEO of the Carolinas,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Duke_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-019227,Duke Energy Corporation,,,,,,2.2 Alex Glenn,Executive Vice President and CEO of Duke Energy Florida and Midwest,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Duke_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Economic Buyers:,Gary Dickerson (CEO): Final authority on strategic initiatives,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Engagement_Strategy.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Technical Evaluators:,CISO: Technical requirements and architecture,Security,CISO,Executive Decision Maker,No,No,,,,,,Engagement_Strategy.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: CISO role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Business Case Development:,Detailed ROI analysis with CFO team,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Engagement_Strategy.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Thomas J. Iannotti,Chairman,Executive,Board Member,Ultimate Decision Maker,No,Yes,,SVP/GM Hewlett-Packard,,on governance and risk,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,85,M&A relevance: Chairman role,30,Ransomware impact: General stakeholder,Priority 2,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Xun (Eric) Chen,Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,CEO of BYD Electronic,,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Judy Bruner,Director,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,CFO of SanDisk,,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Manufacturing Leaders:,SVP Global Operations,Operations,SVP,Decision Influencer,Yes,No,,,ms,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,40,Ransomware impact: Operational responsibility,Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Gary E. Dickerson,President & CEO,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,**: CEO since 2013 (12 years),ly at KLA-Tencor,"**: BS Engineering, Kansas State University",,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Brice Hill,Chief Financial Officer,Executive,CFO,Executive Decision Maker,Yes,No,**: CFO since 2022,"Intel executive, deep semiconductor experience",,"Areas**: Capital allocation, margin expansion, risk management",,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,100,M&A relevance: Chief Financial Officer role,75,Ransomware impact: CFO position,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Dan Durn,CFO Designate,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Kannan Perumal,Chief Information Security Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,**: 3-5 years typical for CISO role,,,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Prabu Raja,Chief Technology Officer,Technology,CIO/CTO,Executive Decision Maker,Yes,No,,,,"**: Innovation pipeline, R&D strategy",,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: Chief Technology Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Budget Cycles,Fiscal Year**: November 1 - October 31,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-019866,Applied Materials,- SEMICONDUCTOR EQUIPMENT,,,"35,000+",,Success Indicators,Direct CEO engagement achieved,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Applied_Materials_GTM_Part_3_Decision_Maker_Engagement_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Regulatory & Political Risks:,Policy uncertainty affecting US renewable energy investments (CEO statement Feb 2025),Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Organization_Foundation.md,0.9,95,"M&A relevance: CEO role, Large company",85,Ransomware impact: CEO role,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Interim CEO Bill Collins,Background: Former CFO with strong financial and business leadership,Finance,CFO,Executive Decision Maker,Yes,Yes,,,,Business growth and carbon-neutral future advancement; - Decision Authority: Ultimate authority for major cybersecurity investments,,Engagement_Strategy.md,0.9,100,"M&A relevance: CFO role, Large company",75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Policy Risk Mitigation:,CEO Catherine MacGregor's February 2025 statements indicate policy uncertainty concerns,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Strategic_Context.md,0.9,95,"M&A relevance: CEO role, Large company",85,Ransomware impact: CEO role,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Catherine MacGregor,Chief Executive Officer,Executive,CEO/President,Executive Decision Maker,Yes,Yes,,,,,,Engie_GTM_Part_3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,30,Ransomware impact: General stakeholder,Priority 4,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Pierre,"François Riolacci - EVP Finance, CSR & Procurement (CFO)",Finance,CFO,Executive Decision Maker,Yes,Yes,,,,,,Engie_GTM_Part_3_Project_Nightingale.md,0.9,100,"M&A relevance: CFO role, Large company",75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Biljana Kaitović,EVP Digital & Information Systems,Technology,EVP,Senior Decision Maker,Yes,No,,,,,,Engie_GTM_Part_3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,30,Ransomware impact: General stakeholder,Priority 4,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Jean,Pierre Clamadieu - Chairman,Executive,Board Member,Ultimate Decision Maker,No,Yes,,,,,,Engie_GTM_Part_3_Project_Nightingale.md,0.9,95,"M&A relevance: Chairman role, Large company",30,Ransomware impact: General stakeholder,Priority 1,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
A-019946,Engie,-leading 1 GW battery storage capacity addition in single year,,93.9 billion,,,Cécile Prévieu,CEO of Storengy (Key Subsidiary),Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Engie_GTM_Part_3_Project_Nightingale.md,0.9,95,"M&A relevance: CEO role, Large company",85,Ransomware impact: CEO role,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-020265,Exelon Energy,,,,,,VP/Director Level Targets,Cybersecurity managers across utilities,Security,Manager,Stakeholder,No,No,,,,,,Exelon_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,80,Ransomware impact: Security Manager role,Priority 2,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-020265,Exelon Energy,,,,,,CIO Anita Sawhney - Technology Gateway,"Executive relationships: CFO, COO, utility presidents",Finance,CFO,Ultimate Decision Maker,Yes,Yes,,,ms,,,Exelon_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,100,M&A relevance: CFO role,100,Ransomware impact: COO role,Priority 1,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-020265,Exelon Energy,,,,,,Short-term (90 days),CIO technical approval,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Exelon_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,90,Ransomware impact: CIO role,Priority 1,IT infrastructure protection and recovery capabilities,2025-06-18 10:14:56,v1.0
A-020265,Exelon Energy,,,,,,"1.1 Calvin Butler, Jr.",Chief Executive Officer,Executive,CEO/President,Executive Decision Maker,Yes,Yes,,,,,,Exelon_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,30,M&A relevance: General stakeholder,30,Ransomware impact: General stakeholder,Priority 5,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-020265,Exelon Energy,,,,,,1.2 Anita Sawhney,Senior Vice President & Chief Information Officer,Technology,CIO/CTO,Ultimate Decision Maker,Yes,Yes,,,,,,Exelon_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: President role,90,Ransomware impact: Chief Information Officer role,Priority 1,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-020265,Exelon Energy,,,,,,1.3 Ken Cornew,"President & CEO, ComEd (Largest Operating Company)",Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,,,,,,Exelon_Energy_GTM_Part3_Decision_Maker_Profiles_Engagement_Strategy_Project_Nightingale.md,0.9,85,M&A relevance: CEO role,85,Ransomware impact: CEO role,Priority 2,"Business impact, crisis management, and recovery",2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,"""Integration complexity concerns""",Response: Proven semiconductor deployments,Technology,CIO/CTO,Executive Decision Maker,No,No,,,,,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,90,Ransomware impact: CTO role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Vincent Roche,CEO & Chairman,Executive,CEO/President,Ultimate Decision Maker,Yes,Yes,**: 37+ years at ADI (CEO since 2013),,"al Background**: B.S. Electronic Systems, University of Limerick",,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,95,"M&A relevance: Chairman role, Large company",85,Ransomware impact: CEO role,Priority 1,Strategic risk management and board-level concerns,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Nancy Avila,Chief Information Officer (NEW: August 2024),Technology,CIO/CTO,Executive Decision Maker,Yes,No,,Role**: EVP/CIO/CTO at McKesson Corporation,"al Background**: M.S. Mathematics, Colorado School of Mines",,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,90,Ransomware impact: Chief Information Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Julie Fitton,Chief Information Security Officer (Since 2023),Technology,CIO/CTO,Executive Decision Maker,Yes,No,,"Role**: VP & Chief Security Officer, Stanley Black & Decker","al Background**: MBA International Business, Assumption University",,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,95,Ransomware impact: Chief Information Security Officer role,Priority 1,Technical threat landscape and security solutions,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Richard Puccio,CFO & EVP (NEW: February 2024),Finance,CFO,Executive Decision Maker,Yes,Yes,,Role**: CFO at Amazon Web Services,"al Background**: AB Economics Harvard, MBA Boston University",,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,100,"M&A relevance: CFO role, Large company",75,Ransomware impact: CFO role,Priority 1,Lead with financial risk quantification and M&A valuation impact,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Alan Lee,Chief Technology Officer (Since April 2023),Technology,CIO/CTO,Executive Decision Maker,Yes,No,,Role**: Head of R&D at AMD,"al Background**: Ph.D. Electrical & Computer Engineering, CMU",,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,90,Ransomware impact: Chief Technology Officer role,Priority 1,Ransomware prevention and response strategies,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Vivek Jain,EVP Global Operations & Technology,Technology,EVP,Senior Decision Maker,Yes,No,,,bs,Area**: Manufacturing operations and supply chain,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,40,Ransomware impact: Operational responsibility,Priority 4,Emphasize operational resilience and business continuity,2025-06-18 10:14:56,v1.0
A-020312,Analog Devices,Information Technology,,9.4 billion,"24,000",,Tavares Brewington,Chief Compliance & Risk Officer (NEW: February 2024),Legal,Other C-Suite,Executive Decision Maker,Yes,No,,"Role**: EVP General Counsel, Keolis North America","al Background**: MBA Cornell, JD Boston College",,,Analog_Devices_GTM_Part3_Project_Nightingale.md,0.9,40,M&A relevance: Large company,30,Ransomware impact: General stakeholder,Priority 4,M&A cybersecurity due diligence best practices,2025-06-18 10:14:56,v1.0
